modelParameters
0.4
0.034573522968653
5
1
1
0.25
0.001
0.4
0.610453568114107
0.0459477813554231
-0.0758231157292119
0.0760472366099937
-0.300341904645984
5
0.150703125
0.001
0.2513671875
0.274434601208846
-0.465425
0.765425
5.25659731507858
-1.16265929078121
2.8081808898461
4.45370248891098
1
1
0
1
0.33
0.01
0.6
0.05
0
1
5
1
