modelParameters
0.4
0.0882830893851748
5
1
1
0.25
0.001
0.4
1.37635159450619
0.0413372238974387
0.0138830411644557
0.0965030139470267
-0.255585403506788
5
0.15
0.001
0.252734375
0.511533649500856
0.5
2.31773882484791
5.13547764969583
-2.37623855296538
2.89697679588476
3.90228112980251
1
1
0
1
0.33
0.01
0.6
0.05
0
1
5
1
